ID	adj.P.Val	P.Value	F	Gene.symbol	Gene.title
226877_at	0.80684308	5.98e-01	0.516967	RPL32P3	ribosomal protein L32 pseudogene 3
238864_at	0.80684308	5.98e-01	0.516945	VWA3A	von Willebrand factor A domain containing 3A
227108_at	0.80684556	5.98e-01	0.516882	STARD9	StAR related lipid transfer domain containing 9
226738_at	0.80697445	5.98e-01	0.51666	WDR81	WD repeat domain 81
238870_at	0.80715272	5.98e-01	0.516309	KCNK9	potassium two pore domain channel subfamily K member 9
224133_at	0.80715272	5.98e-01	0.516275		
238932_at	0.80715272	5.98e-01	0.516228	TSC22D2	TSC22 domain family member 2
230867_at	0.80715272	5.98e-01	0.516139	COL6A6	collagen type VI alpha 6 chain
232830_at	0.80715272	5.98e-01	0.516093	RNF32	ring finger protein 32
244425_at	0.80715272	5.98e-01	0.516068		
223866_at	0.80715272	5.98e-01	0.515978	ARMC2	armadillo repeat containing 2
233058_at	0.80715272	5.98e-01	0.51589	GPSM2	G-protein signaling modulator 2
229905_at	0.80715272	5.98e-01	0.515837	RAP1GDS1	Rap1 GTPase-GDP dissociation stimulator 1
235841_at	0.80715272	5.98e-01	0.515823		
238487_at	0.80715272	5.98e-01	0.515755	GNL1	G protein nucleolar 1 (putative)
241932_at	0.80715272	5.98e-01	0.515716		
227039_at	0.80724051	5.99e-01	0.515546	AKAP13	A-kinase anchoring protein 13
240608_at	0.80728359	5.99e-01	0.51541		
235783_at	0.80728359	5.99e-01	0.515373	MRTO4	MRT4 homolog, ribosome maturation factor
238519_at	0.8072847	5.99e-01	0.515268	DDI2///RSC1A1	DNA damage inducible 1 homolog 2///regulatory solute carrier protein, family 1, member 1
237627_at	0.8072847	5.99e-01	0.515212		
239942_at	0.8072847	5.99e-01	0.515191	GNG11	G protein subunit gamma 11
244193_at	0.80734547	5.99e-01	0.515055	DNAJC22	DnaJ heat shock protein family (Hsp40) member C22
237061_at	0.80748281	5.99e-01	0.514823	ZNF347	zinc finger protein 347
240051_at	0.80751738	5.99e-01	0.51472	TPD52L3	tumor protein D52 like 3
200091_s_at	0.80753332	5.99e-01	0.51464	RPS25	ribosomal protein S25
231854_at	0.80756293	5.99e-01	0.514543	PIK3CA	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha
223603_at	0.80761057	5.99e-01	0.514396	RNF112	ring finger protein 112
223519_at	0.80761057	5.99e-01	0.514294	ZAK	sterile alpha motif and leucine zipper containing kinase AZK
223185_s_at	0.80761057	5.99e-01	0.514273	BHLHE41	basic helix-loop-helix family member e41
236917_at	0.80761057	5.99e-01	0.513989	LRRC34	leucine rich repeat containing 34
232763_at	0.80761057	5.99e-01	0.513958	TLN1	talin 1
225707_at	0.80761057	5.99e-01	0.513944	ARL6IP6	ADP ribosylation factor like GTPase 6 interacting protein 6
243143_at	0.80761057	5.99e-01	0.513917	FAM24A	family with sequence similarity 24 member A
223629_at	0.80761057	5.99e-01	0.513914	PCDHB5	protocadherin beta 5
243043_at	0.80761057	6.00e-01	0.513843	EFCAB10	EF-hand calcium binding domain 10
242906_at	0.80761057	6.00e-01	0.51384	SESN3	sestrin 3
235220_at	0.80761057	6.00e-01	0.513823	YIPF4	Yip1 domain family member 4
240597_at	0.80761668	6.00e-01	0.513756		
234343_s_at	0.80777903	6.00e-01	0.513493	RASAL2	RAS protein activator like 2
234323_at	0.80782001	6.00e-01	0.513382	THSD4	thrombospondin type 1 domain containing 4
239643_at	0.80792758	6.00e-01	0.51317	LOC100129516	uncharacterized LOC100129516
233898_s_at	0.80792758	6.00e-01	0.513064	FGFR1OP2	FGFR1 oncogene partner 2
223234_at	0.80792758	6.00e-01	0.51305	MAD2L2	MAD2 mitotic arrest deficient-like 2 (yeast)
225649_s_at	0.80792758	6.00e-01	0.513007	STK35	serine/threonine kinase 35
244865_at	0.80812069	6.00e-01	0.512706	HAX1	HCLS1 associated protein X-1
224592_x_at	0.80826962	6.00e-01	0.512391	HP1BP3	heterochromatin protein 1 binding protein 3
238617_at	0.80826962	6.00e-01	0.512343	KIF26B	kinesin family member 26B
234330_at	0.80826962	6.00e-01	0.512291		
224697_at	0.80826962	6.00e-01	0.51228	DCAF5	DDB1 and CUL4 associated factor 5
241088_at	0.80826962	6.01e-01	0.512221		
226763_at	0.80826982	6.01e-01	0.51216	SESTD1	SEC14 and spectrin domain containing 1
233766_at	0.80833331	6.01e-01	0.512012	SOBP	sine oculis binding protein homolog
238828_at	0.80833331	6.01e-01	0.511961	MFSD4B	major facilitator superfamily domain containing 4B
238850_at	0.80839077	6.01e-01	0.51183	LINC00461///MIR9-2	long intergenic non-protein coding RNA 461///microRNA 9-2
234420_at	0.80839766	6.01e-01	0.511761	PIH2	pregnancy-induced hypertension syndrome-related protein
234336_s_at	0.80849528	6.01e-01	0.511579	TTLL9	tubulin tyrosine ligase like 9
239828_at	0.8085064	6.01e-01	0.511505	AK9	adenylate kinase 9
234620_at	0.80852584	6.01e-01	0.511319		
234886_at	0.80852584	6.01e-01	0.511235		
234029_at	0.80852584	6.01e-01	0.511222	PCDHGB8P	protocadherin gamma subfamily B, 8 pseudogene
229442_at	0.80852584	6.01e-01	0.511197	C18orf54	chromosome 18 open reading frame 54
223817_at	0.80852584	6.01e-01	0.511182	LRRIQ1	leucine rich repeats and IQ motif containing 1
223563_at	0.80878911	6.01e-01	0.510793	GNB1L	G protein subunit beta 1 like
230312_at	0.80888377	6.01e-01	0.510615		
244878_at	0.80894976	6.02e-01	0.510455		
226807_at	0.80894976	6.02e-01	0.510413	ZFP1	ZFP1 zinc finger protein
237980_at	0.80905651	6.02e-01	0.510109	LINC00347	long intergenic non-protein coding RNA 347
226966_at	0.80905651	6.02e-01	0.510032	PRPF40B	pre-mRNA processing factor 40 homolog B
243864_at	0.80905651	6.02e-01	0.510025	CCDC80	coiled-coil domain containing 80
230474_at	0.80905651	6.02e-01	0.510003	UBIAD1	UbiA prenyltransferase domain containing 1
223958_s_at	0.80905651	6.02e-01	0.509981	DNAL1	dynein axonemal light chain 1
225847_at	0.80913045	6.02e-01	0.509708	NCEH1	neutral cholesterol ester hydrolase 1
233344_x_at	0.80913045	6.02e-01	0.509649	WDR97	WD repeat domain 97
222846_at	0.80913045	6.02e-01	0.509609	RAB8B	RAB8B, member RAS oncogene family
232933_at	0.80913045	6.02e-01	0.509606	KIAA1656	KIAA1656 protein
240993_at	0.80913045	6.02e-01	0.509552	UPF3B	UPF3 regulator of nonsense transcripts homolog B (yeast)
233922_at	0.80913045	6.02e-01	0.509529		
244295_at	0.80916603	6.02e-01	0.509387		
225766_s_at	0.80916603	6.02e-01	0.509365	TNPO1	transportin 1
239128_at	0.80931648	6.02e-01	0.509118	TMEM221	transmembrane protein 221
235118_at	0.80947606	6.03e-01	0.508859	CADM2	cell adhesion molecule 2
233261_at	0.80950299	6.03e-01	0.508705	EBF1	early B-cell factor 1
244505_at	0.80950299	6.03e-01	0.508651	LOC102724537	uncharacterized LOC102724537
224110_at	0.80950299	6.03e-01	0.508598	PRO1804	uncharacterized LOC100133319
227394_at	0.80950299	6.03e-01	0.508556	NCAM1	neural cell adhesion molecule 1
229600_s_at	0.80950299	6.03e-01	0.508526	CPD	carboxypeptidase D
242115_at	0.80958042	6.03e-01	0.50837		
235645_at	0.80959998	6.03e-01	0.508257	ESCO1	establishment of sister chromatid cohesion N-acetyltransferase 1
239283_at	0.80959998	6.03e-01	0.508226	TMED5	transmembrane p24 trafficking protein 5
224287_at	0.80975205	6.03e-01	0.507963		
226863_at	0.80975205	6.03e-01	0.507908	FAM110C	family with sequence similarity 110 member C
227660_at	0.80975205	6.03e-01	0.507802	ANTXR1	anthrax toxin receptor 1
229360_at	0.80975205	6.03e-01	0.507797	ZNF280B	zinc finger protein 280B
233843_at	0.80985108	6.03e-01	0.507614	ZBTB12	zinc finger and BTB domain containing 12
237600_at	0.80986739	6.03e-01	0.507466		
235376_at	0.80986739	6.03e-01	0.507433		
238868_at	0.80986739	6.03e-01	0.50737	UACA	uveal autoantigen with coiled-coil domains and ankyrin repeats
235991_at	0.80986739	6.03e-01	0.507355	CYB5RL	cytochrome b5 reductase like
236912_at	0.80988807	6.03e-01	0.507214		
233016_at	0.80988807	6.04e-01	0.507157	LOC101929305	uncharacterized LOC101929305
241303_x_at	0.80988807	6.04e-01	0.50715		
234668_at	0.80989468	6.04e-01	0.507065		
227683_x_at	0.80989468	6.04e-01	0.507022	NUDT4	nudix hydrolase 4
235579_at	0.81000475	6.04e-01	0.506825	SCAF11	SR-related CTD associated factor 11
227117_at	0.81040976	6.04e-01	0.506193	XPOT	exportin for tRNA
230383_x_at	0.81040976	6.04e-01	0.506189	SLFN5	schlafen family member 5
223347_at	0.81040976	6.04e-01	0.506142	MUM1	melanoma associated antigen (mutated) 1
231437_at	0.81048758	6.04e-01	0.505985	SLC35D2	solute carrier family 35 member D2
244237_at	0.81049986	6.04e-01	0.505834	FLJ90680	FLJ90680 protein
230749_s_at	0.81049986	6.04e-01	0.505797	CAMK2D	calcium/calmodulin dependent protein kinase II delta
227629_at	0.81049986	6.04e-01	0.50579	PRLR	prolactin receptor
239756_at	0.81065978	6.04e-01	0.505532		
239891_x_at	0.81103073	6.05e-01	0.505011	RAB12	RAB12, member RAS oncogene family
223054_at	0.81108024	6.05e-01	0.50474	DNAJB11	DnaJ heat shock protein family (Hsp40) member B11
227944_at	0.81108024	6.05e-01	0.504705	PTPN3	protein tyrosine phosphatase, non-receptor type 3
242204_at	0.81108024	6.05e-01	0.504691	WFDC5	WAP four-disulfide core domain 5
240822_at	0.81108024	6.05e-01	0.504662	TDP1	tyrosyl-DNA phosphodiesterase 1
235360_at	0.81108024	6.05e-01	0.50465	PLEKHM3	pleckstrin homology domain containing M3
235759_at	0.81122101	6.05e-01	0.50437		
222626_at	0.81122101	6.05e-01	0.504349	RBM26	RNA binding motif protein 26
235747_at	0.81122101	6.05e-01	0.504296	LINC00849///SLC25A16	long intergenic non-protein coding RNA 849///solute carrier family 25 member 16
234544_at	0.81137731	6.05e-01	0.504042	ARHGEF12	Rho guanine nucleotide exchange factor 12
243228_at	0.81149134	6.06e-01	0.503787	GTF3C4	general transcription factor IIIC subunit 4
234032_at	0.81149134	6.06e-01	0.503781		
228474_s_at	0.81161167	6.06e-01	0.503572	KLF9	Kruppel like factor 9
238046_x_at	0.81165586	6.06e-01	0.503448	PWWP2B	PWWP domain containing 2B
241136_at	0.81165586	6.06e-01	0.503398		
228014_at	0.8116972	6.06e-01	0.503287	PTRH1	peptidyl-tRNA hydrolase 1 homolog
241367_at	0.81175438	6.06e-01	0.503098	TEX19	testis expressed 19
235925_at	0.81175438	6.06e-01	0.503053		
244821_at	0.81175438	6.06e-01	0.503036		
232360_at	0.81180487	6.06e-01	0.502914	EHF	ETS homologous factor
241426_at	0.81186743	6.06e-01	0.50277	CEP44	centrosomal protein 44
235756_at	0.81186743	6.06e-01	0.50267		
222782_s_at	0.81186743	6.06e-01	0.502657	GMIP	GEM interacting protein
229073_at	0.81199552	6.06e-01	0.502359	PRTG	protogenin
241784_x_at	0.81199552	6.06e-01	0.502302	HELQ	helicase, POLQ-like
228179_at	0.81199552	6.06e-01	0.50224	UTP4///HAS3	UTP4, small subunit processome component///hyaluronan synthase 3
236122_at	0.81199552	6.06e-01	0.502214		
243472_at	0.81199552	6.06e-01	0.5022		
236454_at	0.81218868	6.07e-01	0.501901	RNF212	ring finger protein 212
234621_at	0.81219779	6.07e-01	0.50179		
232789_at	0.81219779	6.07e-01	0.50177		
235719_at	0.81221875	6.07e-01	0.501684	CYP4V2	cytochrome P450 family 4 subfamily V member 2
226634_at	0.81230479	6.07e-01	0.501475	METTL10	methyltransferase like 10
227297_at	0.81230479	6.07e-01	0.501458	ITGA9	integrin subunit alpha 9
222477_s_at	0.81236761	6.07e-01	0.501321	TM7SF3	transmembrane 7 superfamily member 3
225682_s_at	0.81245529	6.07e-01	0.501152	POLR3H	RNA polymerase III subunit H
234344_at	0.81248526	6.07e-01	0.501037	LOC100288675	uncharacterized LOC100288675
228926_s_at	0.81248526	6.07e-01	0.500996	SMARCA2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2
229342_at	0.81258956	6.07e-01	0.500744	NCBP3	nuclear cap binding subunit 3
237229_at	0.81258956	6.07e-01	0.500648	KDM8	lysine demethylase 8
223170_at	0.81258956	6.07e-01	0.50063	TMEM98	transmembrane protein 98
231984_at	0.81258956	6.08e-01	0.500516	MTAP	methylthioadenosine phosphorylase
238258_at	0.81258956	6.08e-01	0.5005	WBSCR28	Williams-Beuren syndrome chromosome region 28
226886_at	0.81258956	6.08e-01	0.500464	GFPT1	glutamine--fructose-6-phosphate transaminase 1
231298_at	0.81258956	6.08e-01	0.50018		
236174_at	0.81258956	6.08e-01	0.500176		
224872_at	0.81258956	6.08e-01	0.50011	DIP2B	disco interacting protein 2 homolog B
234960_at	0.81258956	6.08e-01	0.500105	HIST1H2APS5	histone cluster 1, H2a, pseudogene 5
230358_at	0.81258956	6.08e-01	0.499985	ZER1	zyg-11 related cell cycle regulator
226713_at	0.81258956	6.08e-01	0.499955	CCDC50	coiled-coil domain containing 50
233310_at	0.81258956	6.08e-01	0.499946		
243408_at	0.81258956	6.08e-01	0.499855		
226614_s_at	0.81258956	6.08e-01	0.499801	FAM167A	family with sequence similarity 167 member A
224466_s_at	0.81258956	6.08e-01	0.499797	MAFG	MAF bZIP transcription factor G
244127_at	0.81258956	6.08e-01	0.499772		
241027_at	0.81258956	6.08e-01	0.499763	OPA1	OPA1, mitochondrial dynamin like GTPase
243352_at	0.81258956	6.08e-01	0.4997	ALPK1	alpha kinase 1
224893_at	0.81258956	6.08e-01	0.499675	ATL3	atlastin GTPase 3
242824_at	0.81270217	6.08e-01	0.499476		
240354_at	0.81275405	6.08e-01	0.499352	C12orf54	chromosome 12 open reading frame 54
229857_s_at	0.81281671	6.08e-01	0.499153	KANSL1-AS1	KANSL1 antisense RNA 1
228451_at	0.81281671	6.08e-01	0.499097	FAM229A	family with sequence similarity 229 member A
229768_at	0.81281671	6.08e-01	0.499066	OR51E1	olfactory receptor family 51 subfamily E member 1
240492_at	0.81281671	6.08e-01	0.499036		
224241_s_at	0.81285315	6.08e-01	0.498902		
222936_s_at	0.81285315	6.09e-01	0.498815	DESI2	desumoylating isopeptidase 2
236057_at	0.81285315	6.09e-01	0.498799	KCTD1	potassium channel tetramerization domain containing 1
235804_at	0.81285315	6.09e-01	0.498753		
235703_at	0.81312428	6.09e-01	0.498357	PLB1	phospholipase B1
237275_at	0.81319208	6.09e-01	0.49821	LINC00458	long intergenic non-protein coding RNA 458
231523_at	0.81319208	6.09e-01	0.498097	FGF14	fibroblast growth factor 14
243008_at	0.81319208	6.09e-01	0.498087	RHEB	Ras homolog enriched in brain
224192_at	0.81319208	6.09e-01	0.498035	FCRL2	Fc receptor like 2
240585_at	0.81326704	6.09e-01	0.497883		
240512_x_at	0.81326742	6.09e-01	0.497823	KCTD4	potassium channel tetramerization domain containing 4
228631_s_at	0.81327716	6.09e-01	0.497751	ZNF688	zinc finger protein 688
244414_at	0.8133438	6.09e-01	0.497609		
244211_at	0.81361993	6.10e-01	0.497128		
243865_x_at	0.81361993	6.10e-01	0.497113		
234599_at	0.81361993	6.10e-01	0.497089		
243996_at	0.81365216	6.10e-01	0.496989		
224269_at	0.8139144	6.10e-01	0.496605	KRTAP4-12	keratin associated protein 4-12
235943_at	0.81392045	6.10e-01	0.496538		
243349_at	0.81393934	6.10e-01	0.496423	KIAA1324	KIAA1324
235520_at	0.81393934	6.10e-01	0.496396	ZNF280C	zinc finger protein 280C
244771_at	0.81395472	6.10e-01	0.496317	KBTBD12	kelch repeat and BTB domain containing 12
235387_at	0.81396142	6.10e-01	0.496153	GSTCD	glutathione S-transferase C-terminal domain containing
241953_at	0.81396142	6.10e-01	0.496128	LINC01198///KRTAP21-1	long intergenic non-protein coding RNA 1198///keratin associated protein 21-1
243122_at	0.81396142	6.10e-01	0.496119	PACRG-AS3	PACRG antisense RNA 3
231940_at	0.81396142	6.10e-01	0.496071	ZNF529	zinc finger protein 529
235836_at	0.81403897	6.10e-01	0.495759	MXRA7	matrix remodeling associated 7
229504_at	0.81403897	6.10e-01	0.495718	RAB23	RAB23, member RAS oncogene family
238197_at	0.81403897	6.10e-01	0.495698	GATA5	GATA binding protein 5
237982_at	0.81403897	6.10e-01	0.495696	LOC101928327	uncharacterized LOC101928327
223526_at	0.81403897	6.10e-01	0.495678	C18orf21	chromosome 18 open reading frame 21
223445_at	0.81405995	6.10e-01	0.495593	DTNBP1	dystrobrevin binding protein 1
233408_at	0.81408273	6.11e-01	0.495505	PREX2	phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 2
242086_at	0.8141279	6.11e-01	0.495365	SPATA6	spermatogenesis associated 6
237391_at	0.8141279	6.11e-01	0.49533		
238780_s_at	0.81416739	6.11e-01	0.495222	KCNJ5	potassium voltage-gated channel subfamily J member 5
224586_x_at	0.81420114	6.11e-01	0.495121	SUB1	SUB1 homolog, transcriptional regulator
230943_at	0.81442645	6.11e-01	0.494701	SOX17	SRY-box 17
238814_at	0.81442645	6.11e-01	0.494694	SLC35C2	solute carrier family 35 member C2
234650_at	0.81442645	6.11e-01	0.494591		
224260_at	0.81442645	6.11e-01	0.494463		
232613_at	0.81442645	6.11e-01	0.494453	PBRM1	polybromo 1
242317_at	0.81442645	6.11e-01	0.494436	HIGD1A	HIG1 hypoxia inducible domain family member 1A
227766_at	0.81442645	6.11e-01	0.494426	LIG4	DNA ligase 4
227259_at	0.8148278	6.12e-01	0.49387	CD47	CD47 molecule
235578_at	0.81497011	6.12e-01	0.493635	ABCC9	ATP binding cassette subfamily C member 9
232179_at	0.81507374	6.12e-01	0.493447	LOC158863	uncharacterized LOC158863
231021_at	0.81507903	6.12e-01	0.493381	SLC6A19	solute carrier family 6 member 19
227024_s_at	0.81516371	6.12e-01	0.493217	MRPL55	mitochondrial ribosomal protein L55
222910_s_at	0.81519069	6.12e-01	0.493125	PEX5L	peroxisomal biogenesis factor 5 like
231801_at	0.81535879	6.12e-01	0.492857	NFATC2	nuclear factor of activated T-cells 2
240629_at	0.81544777	6.12e-01	0.492688		
223732_at	0.81555239	6.12e-01	0.492411	SLC23A1	solute carrier family 23 member 1
235356_at	0.81555239	6.12e-01	0.492353	NHLRC2	NHL repeat containing 2
233195_at	0.81555239	6.12e-01	0.49234	DNAI1	dynein axonemal intermediate chain 1
223745_at	0.81555239	6.12e-01	0.492321	C16orf95	chromosome 16 open reading frame 95
231231_at	0.81557022	6.13e-01	0.492137		
223599_at	0.81557022	6.13e-01	0.492083	TRIM6	tripartite motif containing 6
223052_x_at	0.81557022	6.13e-01	0.49192	SSU72	SSU72 homolog, RNA polymerase II CTD phosphatase
239552_at	0.81557022	6.13e-01	0.491838	VWDE	von Willebrand factor D and EGF domains
225457_s_at	0.81557022	6.13e-01	0.491739	OLMALINC///PP7080	oligodendrocyte maturation-associated long intergenic non-coding RNA///uncharacterized LOC25845
232616_at	0.81557022	6.13e-01	0.491728	LOC100129935	lectin, galactoside binding soluble 14 pseudogene
235532_at	0.81557022	6.13e-01	0.491715		
234724_x_at	0.81557022	6.13e-01	0.491669	PCDHB18P	protocadherin beta 18 pseudogene
237534_at	0.81557022	6.13e-01	0.49165		
224181_at	0.81557022	6.13e-01	0.491638	LINC00470	long intergenic non-protein coding RNA 470
228374_at	0.81557022	6.13e-01	0.491593	R3HCC1L	R3H domain and coiled-coil containing 1 like
240861_at	0.81557022	6.13e-01	0.491588		
236761_at	0.81561967	6.13e-01	0.491468	LHFPL3	lipoma HMGIC fusion partner-like 3
234428_at	0.81564335	6.13e-01	0.491379		
243743_at	0.8156434	6.13e-01	0.491312		
222745_s_at	0.8156434	6.13e-01	0.491261	KATNBL1	katanin regulatory subunit B1 like 1
232467_at	0.81574337	6.13e-01	0.491035	KIRREL	kin of IRRE like (Drosophila)
227195_at	0.81574337	6.13e-01	0.491003	ZNF503	zinc finger protein 503
228975_at	0.81574337	6.13e-01	0.490959	SP6	Sp6 transcription factor
242463_x_at	0.81586432	6.13e-01	0.490751	ZNF600	zinc finger protein 600
231878_at	0.8159815	6.14e-01	0.490547	PAGR1	PAXIP1 associated glutamate rich protein 1
229140_at	0.81609535	6.14e-01	0.490347	ZNF579	zinc finger protein 579
223877_at	0.81611182	6.14e-01	0.49025	C1QTNF7	C1q and tumor necrosis factor related protein 7
243434_at	0.81611182	6.14e-01	0.490208		
226822_at	0.81615139	6.14e-01	0.4901	STOX2	storkhead box 2
232496_at	0.81619383	6.14e-01	0.489988		
235046_at	0.8162244	6.14e-01	0.489891	INPP4B	inositol polyphosphate-4-phosphatase type II B
236666_s_at	0.81623795	6.14e-01	0.489797	LRRC10B	leucine rich repeat containing 10B
225058_at	0.81623795	6.14e-01	0.489647	MIR6791///GPR108	microRNA 6791///G protein-coupled receptor 108
244253_at	0.81623795	6.14e-01	0.489644		
234652_at	0.81623795	6.14e-01	0.489596	LOC105376944	uncharacterized LOC105376944
241222_at	0.81623795	6.14e-01	0.489472		
223897_at	0.81623795	6.14e-01	0.489467	ZNF765	zinc finger protein 765
227197_at	0.81623795	6.14e-01	0.489319	ARHGEF26	Rho guanine nucleotide exchange factor 26
233967_at	0.81623795	6.14e-01	0.489275		
224665_at	0.81623795	6.14e-01	0.489273	ANAPC16	anaphase promoting complex subunit 16
235872_at	0.81623795	6.14e-01	0.489198	TERF2	telomeric repeat binding factor 2
233092_s_at	0.81623795	6.14e-01	0.489121		
225382_at	0.81623795	6.14e-01	0.489085	ZNF275	zinc finger protein 275
243429_at	0.81623795	6.14e-01	0.48902		
232894_at	0.81623795	6.14e-01	0.489019	SEC14L2	SEC14 like lipid binding 2
242030_at	0.81623795	6.14e-01	0.488987		
224942_at	0.81625039	6.15e-01	0.488912	PAPPA	pappalysin 1
234211_at	0.81633149	6.15e-01	0.488753		
228401_at	0.81649982	6.15e-01	0.488435	ATAD2	ATPase family, AAA domain containing 2
